question1_id,question2_id,snippet,question1,question2,relatedness_mean,relatedness_count,relatedness_list,relatedness_std
1566075525.706ac7c54d98a2780534d413a904ff3f.133.0,1566090054.f5bdf2b20c8d244c079512682f602a2e.133.0,I feel so fortunate that my first job was working at the Museum of Modern Art on a retrospective of painter Elizabeth Murray.,Why do you admire Elizabeth Murray?,What style does Murray feature?,1.1428571428571428,7,"[2.0, 1.0, 0.0, 1.0, 1.0, 2.0, 1.0]",0.6900655593423541
1566075525.706ac7c54d98a2780534d413a904ff3f.133.0,1566140337.8084813330f09f6dcdff90d305f80a7e.133.0,I feel so fortunate that my first job was working at the Museum of Modern Art on a retrospective of painter Elizabeth Murray.,Why do you admire Elizabeth Murray?,Does the author know a lot about are history?,0.6666666666666666,6,"[0.0, 1.0, nan, 1.0, 1.0, 1.0, 0.0]",0.5163977794943223
1566075525.706ac7c54d98a2780534d413a904ff3f.133.12,1566080968.493c6f2af71a1e7e6e66637c130101f9.133.12,"One of the works, in fact, so didn't meet her mark, she had set it out in the trash in her studio, and her neighbor had taken it because she saw its value.",Why did she think the trashed painting wasn't good enough to keep?,What was its value?,1.5714285714285714,7,"[2.0, 2.0, 1.0, 0.0, 2.0, 2.0, 2.0]",0.7867957924694432
1566075525.706ac7c54d98a2780534d413a904ff3f.133.12,1566086763.aa97cbcf63fb8bf7fb371b6a7d9fb172.133.12,"One of the works, in fact, so didn't meet her mark, she had set it out in the trash in her studio, and her neighbor had taken it because she saw its value.",Why did she think the trashed painting wasn't good enough to keep?,What did Elizabeth Murray's neighbor see in this painting?,1.25,8,"[2.0, 2.0, 1.0, 0.0, 1.0, 2.0, 1.0, 1.0]",0.7071067811865476
1566075525.706ac7c54d98a2780534d413a904ff3f.133.12,1566090054.f5bdf2b20c8d244c079512682f602a2e.133.12,"One of the works, in fact, so didn't meet her mark, she had set it out in the trash in her studio, and her neighbor had taken it because she saw its value.",Why did she think the trashed painting wasn't good enough to keep?,Did the neighbor sell the painting she took out of the trash?,0.8571428571428571,7,"[0.0, 2.0, 0.0, 1.0, 1.0, 1.0, 1.0]",0.6900655593423543
1566075525.706ac7c54d98a2780534d413a904ff3f.133.12,1566140337.8084813330f09f6dcdff90d305f80a7e.133.12,"One of the works, in fact, so didn't meet her mark, she had set it out in the trash in her studio, and her neighbor had taken it because she saw its value.",Why did she think the trashed painting wasn't good enough to keep?,Is that painting found in the trash worth money now?,1.1428571428571428,7,"[2.0, 1.0, 0.0, 2.0, 1.0, 1.0, 1.0]",0.6900655593423541
1566075525.706ac7c54d98a2780534d413a904ff3f.133.15,1566080968.493c6f2af71a1e7e6e66637c130101f9.133.15,"In that moment, my view of success and creativity changed. I realized that success is a moment, but what we're always celebrating is creativity and mastery.",Why is success just a 'moment'?,How is it celebrated?,1.3333333333333333,6,"[1.0, 2.0, 1.0, 1.0, 3.0, 0.0]",1.0327955589886446
1566075525.706ac7c54d98a2780534d413a904ff3f.133.15,1566086763.aa97cbcf63fb8bf7fb371b6a7d9fb172.133.15,"In that moment, my view of success and creativity changed. I realized that success is a moment, but what we're always celebrating is creativity and mastery.",Why is success just a 'moment'?,How are we always celebrating creativity and mastery?,0.8333333333333334,6,"[0.0, 1.0, 0.0, 0.0, 2.0, 2.0]",0.983192080250175
1566075525.706ac7c54d98a2780534d413a904ff3f.133.15,1566090054.f5bdf2b20c8d244c079512682f602a2e.133.15,"In that moment, my view of success and creativity changed. I realized that success is a moment, but what we're always celebrating is creativity and mastery.",Why is success just a 'moment'?,Does Murray think she's mastered painting?,0.5,6,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0.5477225575051661
1566075525.706ac7c54d98a2780534d413a904ff3f.133.15,1566140337.8084813330f09f6dcdff90d305f80a7e.133.15,"In that moment, my view of success and creativity changed. I realized that success is a moment, but what we're always celebrating is creativity and mastery.",Why is success just a 'moment'?,Does Elizabeth Still paint?,0.2857142857142857,7,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.4879500364742666
1566075525.706ac7c54d98a2780534d413a904ff3f.133.18,1566080968.493c6f2af71a1e7e6e66637c130101f9.133.18,But this is the thing: What gets us to convert success into mastery? This is a question I've long asked myself.,Who decides someone has mastered an art?,How is success converted into mastery?,1.4285714285714286,7,"[1.0, 1.0, 2.0, 2.0, 1.0, 2.0, 1.0]",0.5345224838248488
1566075525.706ac7c54d98a2780534d413a904ff3f.133.18,1566086763.aa97cbcf63fb8bf7fb371b6a7d9fb172.133.18,But this is the thing: What gets us to convert success into mastery? This is a question I've long asked myself.,Who decides someone has mastered an art?,Have you found an answer?,1.3333333333333333,6,"[2.0, 1.0, 1.0, 0.0, 2.0, 2.0]",0.816496580927726
1566075525.706ac7c54d98a2780534d413a904ff3f.133.18,1566090054.f5bdf2b20c8d244c079512682f602a2e.133.18,But this is the thing: What gets us to convert success into mastery? This is a question I've long asked myself.,Who decides someone has mastered an art?,What other questions do you ask yourself?,0.8,5,"[0.0, nan, 1.0, 1.0, 0.0, 2.0]",0.8366600265340756
1566075525.706ac7c54d98a2780534d413a904ff3f.133.18,1566140337.8084813330f09f6dcdff90d305f80a7e.133.18,But this is the thing: What gets us to convert success into mastery? This is a question I've long asked myself.,Who decides someone has mastered an art?,Does this writer want to achieve mastery for herself?,1.1428571428571428,7,"[2.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0]",0.6900655593423541
1566075525.706ac7c54d98a2780534d413a904ff3f.133.3,1566080968.493c6f2af71a1e7e6e66637c130101f9.133.3,"After the curator Robert Storr selected all the paintings from her lifetime body of work, I loved looking at the paintings from the 1970s.",Why did you specifically like her paintings from the 1970s?,What did they learn from her?,1.0,6,"[2.0, 1.0, 0.0, 1.0, 0.0, 2.0]",0.8944271909999159
1566075525.706ac7c54d98a2780534d413a904ff3f.133.3,1566086763.aa97cbcf63fb8bf7fb371b6a7d9fb172.133.3,"After the curator Robert Storr selected all the paintings from her lifetime body of work, I loved looking at the paintings from the 1970s.",Why did you specifically like her paintings from the 1970s?,Which 1970's Elizabeth Murray's painting was your favorite?,1.3333333333333333,6,"[0.0, 1.0, 0.0, 3.0, 2.0, 2.0]",1.2110601416389966
1566075525.706ac7c54d98a2780534d413a904ff3f.133.3,1566090054.f5bdf2b20c8d244c079512682f602a2e.133.3,"After the curator Robert Storr selected all the paintings from her lifetime body of work, I loved looking at the paintings from the 1970s.",Why did you specifically like her paintings from the 1970s?,What other decades did she paint in?,1.25,8,"[2.0, 0.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0]",0.7071067811865476
1566075525.706ac7c54d98a2780534d413a904ff3f.133.3,1566140337.8084813330f09f6dcdff90d305f80a7e.133.3,"After the curator Robert Storr selected all the paintings from her lifetime body of work, I loved looking at the paintings from the 1970s.",Why did you specifically like her paintings from the 1970s?,What did she do helping make the Elizabeth Murray exhibit?,0.8571428571428571,7,"[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 2.0]",0.6900655593423543
1566075525.706ac7c54d98a2780534d413a904ff3f.133.6,1566080968.493c6f2af71a1e7e6e66637c130101f9.133.6,There were some motifs and elements that would come up again later in her life. I remember asking her what she thought of those early works.,What motifs and elements showed up again later in her work?,What did she think of those works?,0.8333333333333334,6,"[1.0, 0.0, 0.0, 1.0, 2.0, 1.0]",0.752772652709081
1566075525.706ac7c54d98a2780534d413a904ff3f.133.6,1566086763.aa97cbcf63fb8bf7fb371b6a7d9fb172.133.6,There were some motifs and elements that would come up again later in her life. I remember asking her what she thought of those early works.,What motifs and elements showed up again later in her work?,Which motifs and elements recurred?,2.3333333333333335,6,"[1.0, 3.0, 3.0, 1.0, 3.0, 3.0]",1.0327955589886444
1566075525.706ac7c54d98a2780534d413a904ff3f.133.6,1566090054.f5bdf2b20c8d244c079512682f602a2e.133.6,There were some motifs and elements that would come up again later in her life. I remember asking her what she thought of those early works.,What motifs and elements showed up again later in her work?,What did she think of those early works?,1.2857142857142858,7,"[1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0]",0.4879500364742666
1566075525.706ac7c54d98a2780534d413a904ff3f.133.6,1566140337.8084813330f09f6dcdff90d305f80a7e.133.6,There were some motifs and elements that would come up again later in her life. I remember asking her what she thought of those early works.,What motifs and elements showed up again later in her work?,Did she work with Elizabeth Murray?,0.6666666666666666,6,"[2.0, 0.0, 1.0, 1.0, 0.0, nan, 0.0]",0.816496580927726
1566075525.706ac7c54d98a2780534d413a904ff3f.133.9,1566080968.493c6f2af71a1e7e6e66637c130101f9.133.9,"If you didn't know they were hers, you might not have been able to guess. She told me that a few didn't quite meet her own mark for what she wanted them to be.",What made the early painting so different from later works?,What did she want them to be?,1.1666666666666667,6,"[2.0, 1.0, 0.0, 2.0, 1.0, 1.0]",0.752772652709081
1566075525.706ac7c54d98a2780534d413a904ff3f.133.9,1566086763.aa97cbcf63fb8bf7fb371b6a7d9fb172.133.9,"If you didn't know they were hers, you might not have been able to guess. She told me that a few didn't quite meet her own mark for what she wanted them to be.",What made the early painting so different from later works?,What were her expectations?,1.0,6,"[1.0, 2.0, 0.0, 2.0, 0.0, nan, 1.0]",0.8944271909999159
1566075525.706ac7c54d98a2780534d413a904ff3f.133.9,1566090054.f5bdf2b20c8d244c079512682f602a2e.133.9,"If you didn't know they were hers, you might not have been able to guess. She told me that a few didn't quite meet her own mark for what she wanted them to be.",What made the early painting so different from later works?,How is her painting different now than in the 70s?,2.3333333333333335,6,"[0.0, 3.0, 3.0, 3.0, 2.0, 3.0]",1.2110601416389966
1566075525.706ac7c54d98a2780534d413a904ff3f.133.9,1566140337.8084813330f09f6dcdff90d305f80a7e.133.9,"If you didn't know they were hers, you might not have been able to guess. She told me that a few didn't quite meet her own mark for what she wanted them to be.",What made the early painting so different from later works?,How many paintings did she paint over the years?,0.5,6,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0]",0.5477225575051661
1566075525.706ac7c54d98a2780534d413a904ff3f.34.0,1566086763.aa97cbcf63fb8bf7fb371b6a7d9fb172.34.0,"Such sockets often leave intolerable amounts of pressure on the limbs of the patient, leaving them with pressure sores and blisters. It does not matter how powerful your prosthetic ankle is.",Is there a different way to make prosthetics so that they are more comfortable to wear??,How can these issues be eliminated?,1.8333333333333333,6,"[1.0, 1.0, 2.0, 3.0, 3.0, 1.0]",0.983192080250175
1566075525.706ac7c54d98a2780534d413a904ff3f.34.0,1566140337.8084813330f09f6dcdff90d305f80a7e.34.0,"Such sockets often leave intolerable amounts of pressure on the limbs of the patient, leaving them with pressure sores and blisters. It does not matter how powerful your prosthetic ankle is.",Is there a different way to make prosthetics so that they are more comfortable to wear??,Who is the person giving this opinion on prosthetists?,0.6666666666666666,6,"[2.0, 0.0, 0.0, 0.0, 0.0, 2.0]",1.0327955589886446
1566075525.706ac7c54d98a2780534d413a904ff3f.34.12,1566086763.aa97cbcf63fb8bf7fb371b6a7d9fb172.34.12,"We use a 3D printer to create a multi-material prosthetic socket which relieves pressure where needed on the anatomy of the patient. In short, we're using data to make novel sockets quickly and cheaply.",Is there anything else you can do with the data to help the patient?,What materials are used?,1.1666666666666667,6,"[2.0, 1.0, 0.0, 3.0, 1.0, 0.0]",1.1690451944500122
1566075525.706ac7c54d98a2780534d413a904ff3f.34.12,1566140337.8084813330f09f6dcdff90d305f80a7e.34.12,"We use a 3D printer to create a multi-material prosthetic socket which relieves pressure where needed on the anatomy of the patient. In short, we're using data to make novel sockets quickly and cheaply.",Is there anything else you can do with the data to help the patient?,What do these sockets look like?,0.7142857142857143,7,"[1.0, 2.0, 0.0, 1.0, 1.0, 0.0, 0.0]",0.7559289460184545
1566075525.706ac7c54d98a2780534d413a904ff3f.34.15,1566086763.aa97cbcf63fb8bf7fb371b6a7d9fb172.34.15,"veteran who has been an amputee for about 20 years and worn dozens of legs, said of one of our printed parts, ""It's so soft, it's like walking on pillows, and it's effing sexy.""",Are most of your patients military veterans?,What are other people's opinions?,1.0,6,"[1.0, 0.0, 0.0, 2.0, 0.0, 3.0]",1.2649110640673518
1566075525.706ac7c54d98a2780534d413a904ff3f.34.15,1566140337.8084813330f09f6dcdff90d305f80a7e.34.15,"veteran who has been an amputee for about 20 years and worn dozens of legs, said of one of our printed parts, ""It's so soft, it's like walking on pillows, and it's effing sexy.""",Are most of your patients military veterans?,How many patients does she have?,1.0,8,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.0
1566075525.706ac7c54d98a2780534d413a904ff3f.34.18,1566086763.aa97cbcf63fb8bf7fb371b6a7d9fb172.34.18,My hope and desire is that the tools and processes we develop in our research group can be used to bring highly functional prostheses to those who need them.,Are you sharing your research and processes with other doctors?,What other ways can this technology help people with disabilities?,0.5714285714285714,7,"[0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 1.0]",0.7867957924694432
